КОПУК,Название,Директор,Телефон,Факс,E-mail,Сайт,Адрес,ИНН,Начало,Конец,"Количество помещений (зданий) - всего, единиц    ","из них (из гр.2) доступны для инвалидов и лиц с нарушением: зрения, единиц","из них (из гр.2) доступны для инвалидов и лиц с нарушением: слуха, единиц","из них (из гр.2) доступны для инвалидов и лиц с нарушением: опорно-двигательного аппарата, единиц",из общего количества помещений (зданий) (из гр.2) объекты культурного наследия федерального значения,из общего количества помещений (зданий) (из гр.2) объекты культурного наследия регионального значения,из общего количества помещений (зданий) (из гр.2) техническое состояние помещений (зданий) - требуют капитального ремонта,из общего количества помещений (зданий) (из гр.2) техническое состояние помещений (зданий) - аварийные,из общего количества помещений (зданий) (из гр.2) по формам пользования - в оперативном управлении,из общего количества помещений (зданий) (из гр.2) по формам пользования - арендованные,из общего количества помещений (зданий) (из гр.2) по формам пользования - прочие,"Количество концертных залов, единиц","вместимость основного (ых) зала (ов), мест","из них (из гр.14) доступны для лиц с нарушением опорно-двигательного аппарата, мест","Вместимость дополнительных залов, мест","из них (из гр.16) доступны для лиц с нарушением опорно-двигательного аппарата, мест","Количество дополнительных репетиционных помещений, единиц","Площадь дополнительных репетиционных помещений, кв м","Численность работников списочного состава на конец года - всего, человек","из них (из гр.20) основной персонал, человек","из них (из гр.20) имеют инвалидность, человек","из них (из гр.20) прошли обучение (инструкти-рование) по вопросам, связанным с предоставлением услуг инвалидам, человек",Количество оборудования для показа постановок для лиц с нарушением (единиц): зрения,Количество оборудования для показа постановок для лиц с нарушением (единиц): слуха,"Число единиц специализированного оборудования для инвалидов, единиц","Наличие доступа в Интернет (да-1, нет-0)","Наличие доступа в Интернет для посетителей из фойе (да-1, нет-0)","Наличие электронной почты (да-1, нет-0)","Наличие собственного Интернет–сайта или Интернет-страницы (да-1, нет-0)","Наличие собственного Интернет–сайта или Интернет–страницы, доступной для слепых и слабовидящих (да-1, нет-0)","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число концертов в пределах своего региона  (сумма строк 02, 04, 05) - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число зрителей - всего, тыс.чел.","из них на мероприятиях для детей, тыс.чел.","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,"Число мероприятий - всего, единиц","из них для детей, единиц ","Число мероприятий - всего, единиц","из них для детей, единиц ","Число мероприятий на гастролях за рубежом- всего, единиц","из них для детей, единиц ","Число мероприятий - всего, единиц","из них для детей, единиц ",из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями зрения,из общего числа мероприятий (из гр.3) доступных для инвалидов и лиц с нарушениями слуха,из общего числа мероприятий (из гр. 3) доступных для   лиц с нарушениями опорно-двигательного аппарата,значение,значение,значение,значение,значение
066205,Смоленская областная филармония,Сахарова Ольга Александровна,8(481)238-39-74,null,olya_sakharova@mail.ru,smolensk-filarmonia.ru,"214000, Смоленская обл., город Смоленск, улица Глинки, дом 3",6730023347,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,,,1,,1,,,1,,,1,368,,,,7,153,175,166,6,,,,1,true,true,true,true,true,155,60,,,155,22.1,6.9,155,60,,,155,22.1,6.9,229,44,,,229,53.4,3.4,,,,,,,,384,104,,,384,75.5,10.3,365,104,,,365,69.6,10.3,359,103,,,359,68.6,10.3,115,15,,,,30,10,29,10,1,,44,5,,,,29,1,8,7,13
066506,Тульская областная филармония,Руднева Елена Юрьевна,8(487)236-49-00,null,tula@tularegion.ru,filarmonia-tula.ru,"300041, Тульская обл., город Тула, проспект Ленина, дом 51/44",7107032752,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,2,,1,2,1,1,,,2,,,3,750,30,400,400,15,736,395,223,12,,,1,4,true,true,true,true,,346,90,,172,346,81.3,24.8,172,53,,172,172,57.2,21.6,591,328,,,,206,33.2,,,,,,,,937,418,,172,346,287.3,58,815,402,,,,249.5,52,325,122,,,,176.4,12.5,330,92,,,,39,2,36,2,1,,61,2,,52,52,39,1,11,11,12
066915,Забайкальская краевая филармония,Еренкова Юлия Олеговна,8(302)232-46-94,null,zkfilarmonia@mail.ru,zab-cultura.ru,"672000, Забайкальский край, город Чита, улица Бутина, дом 51",7536096843,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,1,1,1,,,,,1,,,1,723,39,,,,,120,77,1,,,,,true,true,true,true,,267,143,,,,172,92.1,227,97,,,,123.3,52.7,330,233,,,,18.5,14,7,2,,,,1.7000000000000002,0.4,604,378,,,,192.2,106.5,530,377,,,,124.5,51.1,530,377,,,,124.5,51.1,69,21,,,,2,,2,,1,,74,1,,,,2,1,12,10,
067157,Центр оперного пения им.Г.Вишневской,Ростропович Ольга Мстиславовна,8(495)637-54-64,null,info@opera-centre.ru,null,"119034, г.Москва, улица Остоженка, дом 25, строение 1",7704242030,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,1,1,1,,,,,1,,,1,335,1,,,,,189,142,2,,,,1,true,,true,true,,40,22,40,,40,9.6,5.5,40,22,40,,40,9.6,5.5,4,2,4,,4,3.6,2,,,,,,,,44,24,44,,44,13.2,7.5,44,24,44,,44,13.2,7.5,16,12,16,,16,6.8,4.8,2,2,2,,2,3,3,2,2,6,6,10,7,10,,10,3,5,1,1,
067180,"Концертно-театральный центр ""Югра-Классик""",Журавлева Лариса Николаевна,8(346)735-25-50,null,okrart@mail.ru,ugraclassic.ru,"628950, Ханты-Мансийский а.о-Югра, город Ханты-Мансийск, улица Мира, дом 22",8601018536,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,1,1,1,,,,,1,,,4,1000,150,344,100,18,453,253,195,3,3,,4,8,true,true,true,true,true,328,116,1,1,16,89.3,28.9,165,85,,,8,54,18.6,48,18,,,,17.8,3.4,49,8,,,,29.9,5.1,425,142,1,1,16,137,37.4,293,10,,,5,61.9,8.1,211,38,,,,77.9,18.3,126,16,1,1,6,1,,1,,,,50,3,1,1,3,1,,8,6,3
067231,Центр вокального искусства В.Левко,Левко Любовь Владимировна,8(499)132-44-00,null,132-4400@mail.ru,centrlevko.ru,"119296, г.Москва, проспект Ломоносовский, дом 6А",7736600419,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,,,,,,1,,1,,,1,70,,,,,,3,1,,,,,,true,true,true,true,true,4,,,,,0.2,,4,,,,,0.2,,25,,,,,1.3,,,,,,,,,29,,,,,1.5,,,,,,,,,29,,,,,1.5,,3,,,,,,,,,,,,,,,,,,,,1
068075,"Мордовский гос.театр песни ""Росичи""",Зайканова Елена Едакина,8(834)233-38-33,null,teatr_pesni_rosichi@mail.ru,rosichi.ru,"430005, Респ. Мордовия, город Саранск, улица Б.Хмельницкого, дом 26",1326189297,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,1,1,1,,,,,1,,,,,,,,1,84.7,14,12,,,,,,true,,true,true,true,,,,,,,,,,,,,,,135,22,,,,21.6,1.5,,,,,,,,135,22,,,,21.6,1.5,135,22,,,,21.6,1.5,,,,,,,,119,22,,,,,,,,,,,,,,,,,,,
068554,Удмуртская государственная филармония,Фомин Алексей Юрьевич,8(341)243-16-13,null,ugf@udmlink.ru,udmfil.ru,"426008, Удмуртская Респ., город Ижевск, улица Пушкинская, дом 245",1831035678,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,1,1,1,,,,,1,,,2,636,48,50,50,9,623.6,450,362,1,6,6,2,24,true,,true,true,,126,16,126,126,126,52.7,5.1,126,16,126,126,126,52.7,5.1,389,42,389,389,389,123.4,8.2,31,,31,31,31,6.3,,546,58,546,546,546,182.4,13.3,546,58,546,546,546,182.4,13.3,425,58,425,425,425,145.3,13.3,90,,90,90,90,31,,31,,,,,,,,,31,,6,6,21
068681,Гос.филармония Респ.Ингушетия,МОШХОЕВ НАЗИР ДЖАБРАИЛОВИЧ,8(873)226-10-25,null,gfri-2012@mail.ru,ingfilarmonia.ru,"386140, Респ. Ингушетия, город Назрань, улица Бакинская",0602000463,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,,,,,,1,,1,,,2,1135,8,80,10,3,180,173,135,,,,,8,true,,true,true,true,19,,,,,4.6,,9,,,,,3.6,,176,42,,,,96.5,,,,,,,,,195,42,,,,101.1,,195,42,,,,101.1,,195,42,,,,101.1,,146,,,,,,,,,,,,,,,,,,7,6,1
080221,Муниципальный духовой оркестр г.Абакан,Штарк Андрей Георгиевич,8(906)953-64-58,null,orkestr_abakan@mail.ru,оркестр.абакан.рф,"655017, Респ. Хакасия, город Абакан, проспект Ленина, дом 69",1901044982,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,2,2,2,,,,,,,,2,,,,,,1,94.3,17,16,,1,,,,true,,true,true,,,,,,,,,,,,,,,,122,1,11,,11,48.8,0.30000000000000004,,,,,,,,122,1,11,,11,48.8,0.30000000000000004,122,1,11,,11,48.8,0.30000000000000004,7,,,,,5.8,,23,,,,,,,,,,,,,,,,,,1,1,
080378,"Ансамбль песни и танца ""Степные напевы""",Толстикова Анжелика Валерьевна.,8(395)413-03-75,8(395)413-03-75,stepnie-napevy@mail.ru,stepniki.ru,"669001, Иркутская обл., район Эхирит-Булагатский, поселок Усть-Ордынский, улица Тимирязева, дом 17е",8506007622,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,2,,,1,,,,,,2,,,,,,,3,279.6,56,43,,,,,,true,true,true,true,,,,,,,,,,,,,,,,151,,,,,18.4,,28,1,,,,8.6,0.5,179,1,,,,27,0.5,,,,,,,,179,,,,,27,,33,,,,,14,,14,,,,31,,,,,14,,1,1,6
080715,Гос.акад.Воронежский русский народн.хор,Чурсина Наталья Сергеевна,8(920)-414-30-55,null,vor.hor@mail.ru,hor-vrn.ru,"394018, Воронежская обл., город Воронеж, улица Дзержинского, дом 10Б",3666029350,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,,,,,,,,1,,,,,,,,,,131,104,2,,,,,true,true,true,true,true,,,,,,,,,,,,,,,40,1,,,,11.7,0.2,12,,,,,1.8,,52,1,,,,13.5,0.2,52,1,,,,13.5,0.2,52,1,,,,13.5,0.2,9,1,,,,29,,29,,,,,,,,,29,,1,1,22
081296,Муниципальный духовой оркестр г.Самары,Худяева Лидия Ермиловна,8(846)332-20-74,8(846)332-16-83,samaramdo@mail.ru,null,"443020, Самарская обл., город Самара, улица Галактионовская, дом 39",6317010880,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,,,,,1,1,,1,,,1,200,,,,,,50,44,,,,,,true,,true,true,,,,,,,,,,,,,,,,105,6,83,8,101,58.5,1.4,,,,,,,,105,6,83,8,101,58.5,1.4,105,6,83,8,101,58.5,1.4,105,6,83,8,101,58.5,1.4,86,2,64,8,82,,,,,,,,,,,,,,1,1,13
081563,"С-Пб гос.симфонический оркестр ""Классика""",Полонский Евгений Викторович,8(812)312-96-63,null,klassikaspb@yandex.ru,null,"191186, г.Санкт-Петербург, набережная Канала Грибоедова, дом 14",7805021704,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,2,1,1,1,,,,,,1,1,,,,,,1,76.3,81,64,1,,,,,true,,true,true,true,,,,,,,,,,,,,,,72,20,,,,2.5,,4,,,,,,,76,20,,,,2.5,,76,20,,,,2.5,,14,,,,,,,82,20,,,,10,,,,7,,,,,,,1,1,1,1,
081633,"Гос.концертный оркестр Якутии, Алдан",Базалева Наталья Владимировна,8(411)452-45-89,null,gkoya@rambler.ru,old.sakha.gov.ru,"678900, Респ. Саха (Якутия), улус Алданский, город Алдан, улица 50 лет ВЛКСМ, дом 11",1402008805,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,,,,,,1,,1,,,,,,,,1,83.1,33,30,,,,,,true,,true,true,,,,,,,,,,,,,,,,91,43,,,,12.7,2.7,9,1,,,,1.8,0.1,100,44,,,,14.5,2.8,,,,,,,,100,44,,,,14.5,2.8,8,,,,,12,2,12,2,,,,,,,,5,,3,3,2
081722,Гос.камерный оркестр джазовой музыки им.О.Лундстрема,Филиппов Станислав Андреевич,8(499)241-39-41,8(499)248-13-38,jazz@post.ru,www.lundstrem-jazz.ru,"119002, г.Москва, улица Арбат, дом 35",7708101898,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,2,,,,,,,,,2,,,,,,,,,25,21,,,,,,true,,true,true,,,,,,,,,,,,,,,,27,,,,,,,13,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
081760,Гос.акад.русский народный хор им.Пятницкого,Пермякова Александра Андреевна,8(495)699-05-49,8(495)699-05-49,pyatnitsky@mail.ru,www.pyatnitsky.ru,"125009, г.Москва, улица Тверская, дом 31/4, строение 1",7710145860,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,,,,,,,,,,,,,,,,,,,94,82,,,,,,true,,true,true,,,,,,,,,,,,,,,,51,3,,1,2,97.3,2.1,,,,,,,,51,3,,1,2,97.3,2.1,51,3,,1,2,97.3,2.1,51,3,,1,2,97.3,2.1,51,3,,1,2,20,,20,,8,,,,,,,10,3,1,1,
081783,Гос.акад.симфоническая капелла России,Шанин Александр Александрович,8(495)951-49-19,8(495)953-51-94,info@gaskros.ru,www.gaskros.ru,"115035, г.Москва, улица Пятницкая, дом 2/38, строение 1",7705045275,2018-01-01T00:00:00.000Z,2018-12-31T23:59:59.000Z,1,,,,,1,1,,,1,,,,,,,1,800,205,195,2,,,,,true,,true,true,true,,,,,,,,,,,,,,,26,4,,,,,,,,,,,,,26,4,,,,,,26,4,,,,,,26,4,,,,,,,,,,,2,,2,,12,,,,,,,1,1,2,2,
